OBJECTID_12,OBJECTID_1,OBJECTID,DISTRICT,DISTNAME,CAMPUS,CAMPNAME,STREET_MAI,CITY_MAIL,ZIP_MAIL,CITY,ZIP,CNTYNAME,REGION,GRADERANGE,GRADEGRP,VERIFY,INSTR_TYPE,STREET_M_1,ADJUST,Shape
108,108,610,101912,HOUSTON ISD,101912308,NORTH HOUSTON EARLY COLLEGE H S,99 LYERLY ST,HOUSTON,77022,HOUSTON,77022,HARRIS COUNTY,4,9-Sep,4,0,REGULAR INSTRUCTIONAL,99 LYERLY ST,Y,108
109,109,611,101912,HOUSTON ISD,101912311,MOUNT CARMEL ACADEMY,7155 ASHBURN ST,HOUSTON,77061,HOUSTON,77061,HARRIS COUNTY,4,12-Sep,4,0,REGULAR INSTRUCTIONAL,7155 ASHBURN ST,Y,109
110,110,612,101912,HOUSTON ISD,101912300,INSPIRED FOR EXCELLENCE ACADEMY WEST,6333 S BRAESWOOD,HOUSTON,77096,HOUSTON,77096,HARRIS COUNTY,4,6-May,2,0,ALTERNATIVE INSTRUCTIONAL,6333 S BRAESWOOD,Y,110
111,111,638,101924,SHELDON ISD,101924110,SHELDON EARLY CHILDHOOD ACADEMY,17010 BEAUMONT HWY,HOUSTON,77049,HOUSTON,77049,HARRIS COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,17010 BEAUMONT HWY,Y,111
112,112,640,101912,HOUSTON ISD,101912382,DOWLING PK TO 8 RELIEF,4400 W 18TH ST,HOUSTON,77092,HOUSTON,77092,HARRIS COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,4400 W 18TH ST,?,112
113,113,641,101912,HOUSTON ISD,101912383,MITCHELL EL SCHOOL RELIEF,4400 W 18TH ST,HOUSTON,77092,HOUSTON,77092,HARRIS COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,4400 W 18TH ST,?,113
114,114,646,84910,CLEAR CREEK ISD,84910011,CLEAR FALLS HS,P O BOX 799,LEAGUE CITY,77574,LEAGUE CITY,77573,GALVESTON COUNTY,4,HIGH SCHOOL,4,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,114
115,115,647,84910,CLEAR CREEK ISD,84910050,BAYSIDE INT,P O BOX 799,LEAGUE CITY,77574,LEAGUE CITY,77573,GALVESTON COUNTY,4,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,P O BOX 799,Y,115
116,116,648,84910,CLEAR CREEK ISD,84910051,CLEAR CREEK INT,2451 E MAIN ST,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,MIDDLE SCHOOL,2,0,REGULAR INSTRUCTIONAL,2451 E MAIN ST,Y,116
117,117,649,84910,CLEAR CREEK ISD,84910128,RALPH PARR EL,1315 HWY 3 S,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,1315 HWY 3 S,Y,117
118,118,650,84910,CLEAR CREEK ISD,84910129,SANDRA MOSSMAN EL,4050 VILLAGE WAY,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,ELEMENTARY,1,0,REGULAR INSTRUCTIONAL,4050 VILLAGE WAY,Y,118
119,119,686,101802,SER-NINOS CHARTER SCHOOL,101802041,SER-NINOS CHARTER MIDDLE,5815 ALDER DR,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,5815 ALDER DR,Y,119
120,120,687,101861,THE RHODES SCHOOL,101861101,THE RHODES SCHOOL,13518 MOBILE ST,HOUSTON,77015,HOUSTON,77044,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,13518 MOBILE ST,Y,120
121,121,688,101902,ALDINE ISD,101902008,VICTORY EARLY COLLEGE H S,2330 S VICTORY ST,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,9,4,0,REGULAR INSTRUCTIONAL,2330 S VICTORY ST,Y,121
122,122,689,101915,KLEIN ISD,101915048,KRIMMEL INTERMED,7070 FM 2920,KLEIN,77379,KLEIN,77379,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,7070 FM 2920,Y,122
123,123,690,101915,KLEIN ISD,101915125,FRANK EL,9225 CRESCENT CLOVER DR,KLEIN,77379,KLEIN,77379,HARRIS COUNTY,4,EE PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,9225 CRESCENT CLOVER DR,Y,123
124,124,691,101925,HUFFMAN ISD,101925103,HUFFMAN INTERMEDIATE,P O BOX 2390,HUFFMAN,77336,HUFFMAN,77336,HARRIS COUNTY,4,04 05,1,0,REGULAR INSTRUCTIONAL,P O BOX 2390,Y,124
125,125,703,71806,HARMONY SCIENCE ACAD (EL PASO),71806003,HARMONY SCIENCE ACADEMY - WEST HOUSTON,22400 GRAND CORNER DR,KATY,77494,KATY,77494,EL PASO COUNTY,19,KG 01 02 03 04 05 06 07 08,1,0,REGULAR INSTRUCTIONAL,22400 GRAND CORNER DR,Y,125
126,126,719,20901,ALVIN ISD,20901042,MANVEL J H,301 E HOUSE ST,ALVIN,77511,MANVEL,77578,BRAZORIA COUNTY,4,8-Jul,3,0,REGULAR,301 E HOUSE ST,Y,126
127,127,720,101919,SPRING ISD,101919116,CLARK INTERMEDIATE SCHOOL,1825 RUSHWORTH DR,HOUSTON,77014,HOUSTON,77014,HARRIS COUNTY,4,5-Mar,1,0,REGULAR,1825 RUSHWORTH DR,Y,127
128,128,721,101919,SPRING ISD,101919118,CLARK PRIMARY SCHOOL,12625 RIVER LAUREL DR,HOUSTON,77014,HOUSTON,77014,HARRIS COUNTY,4,EE-2,1,0,REGULAR,12625 RIVER LAUREL DR,Y,128
129,129,722,101920,SPRING BRANCH ISD,101920112,RUMMEL CREEK EL,625 BRITTMOORE,HOUSTON,77079,HOUSTON,77079,HARRIS COUNTY,4,EE-5,1,0,REGULAR,625 BRITTMOORE,Y,129
130,130,723,101920,SPRING BRANCH ISD,101920121,NOTTINGHAM EL,570 NOTTINGHAM OAKS,HOUSTON,77079,HOUSTON,77079,HARRIS COUNTY,4,EE-5,1,0,REGULAR,570 NOTTINGHAM OAKS,Y,130
131,131,728,79907,FORT BEND ISD,79907054,JAMES BOWIE MIDDLE,700 PLANTATION DR,RICHMOND,77406,RICHMOND,77406,FORT BEND COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,700 PLANTATION DR,Y,131
132,132,735,101919,SPRING ISD,101919046,BAMMEL MIDDLE SCHOOL,16711 ELLA BLVD,HOUSTON,77090,HOUSTON,77090,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,16711 ELLA BLVD,Y,132
133,133,736,101919,SPRING ISD,101919117,SALYERS ELEMENTARY,25705 HARDY ST,SPRING,77373,SPRING,77373,HARRIS COUNTY,4,EE-5,1,0,REGULAR,25705 HARDY ST,Y,133
134,134,752,170902,CONROE ISD,170902201,JUVENILE DETENTION CTR,3205 W DAVIS,CONROE,77302,CONROE,77301,MONTGOMERY COUNTY,6,12-May,5,0,REGULAR,3205 W DAVIS,Y,134
135,135,754,101917,PASADENA ISD,101917013,PASADENA MEMORIAL HIGH SCHOOL,4410 CRENSHAW,PASADENA,77504,PASADENA,77504,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,4410 CRENSHAW,Y,135
136,136,755,101917,PASADENA ISD,101917136,LORENZO DE ZAVALA FIFTH GRADE CENTER,101 E JACKSON,PASADENA,77506,PASADENA,77506,HARRIS COUNTY,4,5,1,0,REGULAR,101 E JACKSON,Y,136
137,137,764,101907,CYPRESS-FAIRBANKS ISD,101907136,GLEASON ELEMENTARY,9202 WILLOWBRIDGE PARK BLVD,HOUSTON,77064,HOUSTON,77064,HARRIS COUNTY,4,EE-5,1,0,REGULAR,9202 WILLOWBRIDGE PARK BLVD,Y,137
138,138,769,79907,FORT BEND ISD,79907050,SARTARTIA MIDDLE SCHOOL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,8-Jun,2,0,REGULAR,16431 LEXINGTON BLVD,Y,138
139,139,770,79907,FORT BEND ISD,79907051,FORT SETTLEMENT MIDDLE SCHOOL,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77479,FORT BEND COUNTY,4,8-Jun,2,0,REGULAR,16431 LEXINGTON BLVD,Y,139
140,140,771,79907,FORT BEND ISD,79907138,OYSTER CREEK ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,140
141,141,772,79907,FORT BEND ISD,79907139,LULA BELLE GOODMAN ELEMENTARY,16431 LEXINGTON BLVD,SUGAR LAND,77479,FRESNO,77545,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,141
142,142,773,79907,FORT BEND ISD,79907140,RITA DRABEK ELEMENTARY,16431 LEXINGTON BLVD,SUGARLAND,77479,SUGAR LAND,77478,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,142
143,143,774,101902,ALDINE ISD,101902062,HOUSTON INTERMEDIATE,8103 CARVER RD,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,6-May,2,0,REGULAR,8103 CARVER RD,Y,143
144,144,775,101902,ALDINE ISD,101902131,BUSSEY ELEMENTARY,11555 AIRLINE,HOUSTON,77037,HOUSTON,77037,HARRIS COUNTY,4,KG-4,1,0,REGULAR,11555 AIRLINE,Y,144
145,145,776,101802,SER-NINOS CHARTER SCHOOL,101802102,SER-NINOS CHARTER EL II,5815 ALDER DR,HOUSTON,77081,HOUSTON,77081,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,5815 ALDER DR,Y,145
146,146,785,101813,KIPP INC CHARTER,101813004,KIPP GENERATIONS COLLEGIATE,10711 KIPP WAY,HOUSTON,77099,HOUSTON,77022,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,10711 KIPP WAY,Y,146
147,147,806,170902,CONROE ISD,170902002,W L HAUKE ALTER ED,701 N THIRD ST,CONROE,77301,CONROE,77301,MONTGOMERY COUNTY,6,12-Aug,4,0,ALTERNATIVE,701 N THIRD ST,Y,147
148,148,807,170906,MAGNOLIA ISD,170906001,MAGNOLIA H S,P O BOX 428,MAGNOLIA,77353,MAGNOLIA,77354,MONTGOMERY COUNTY,6,12-Sep,4,1,REGULAR,P O BOX 428,Y,148
149,149,808,170906,MAGNOLIA ISD,170906041,MAGNOLIA J H,P O BOX 476,MAGNOLIA,77355,MAGNOLIA,77355,MONTGOMERY COUNTY,6,8-Jun,3,1,REGULAR,P O BOX 476,Y,149
150,150,809,170907,SPLENDORA ISD,170907001,SPLENDORA H S,23411 FM 2090,SPLENDORA,77372,SPLENDORA,77372,MONTGOMERY COUNTY,6,12-Sep,4,0,REGULAR,23411 FM 2090,Y,150
151,151,810,170908,NEW CANEY ISD,170908001,NEW CANEY H S,21650 LOOP 494,NEW CANEY,77357,NEW CANEY,77357,MONTGOMERY COUNTY,6,12-Sep,4,0,REGULAR,21650 LOOP 494,Y,151
152,152,833,101914,KATY ISD,101914117,ROOSEVELT ALEXANDER EL,6161 S FRY RD,KATY,77494,KATY,77494,HARRIS COUNTY,4,"EE,KG-5",1,1,REGULAR,6161 S FRY RD,Y,152
153,153,834,101921,TOMBALL ISD,101921108,TOMBALL ELEMENTARY,1110 INWOOD,TOMBALL,77375,TOMBALL,77375,HARRIS COUNTY,4,PK-4,1,1,REGULAR,1110 INWOOD,Y,153
154,154,840,101910,GALENA PARK ISD,101910041,GALENA PARK MIDDLE,400 KEENE,GALENA PARK,77547,GALENA PARK,77547,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,400 KEENE,Y,154
155,155,841,101910,GALENA PARK ISD,101910042,NORTH SHORE MIDDLE,120 CASTLEGORY,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,120 CASTLEGORY,Y,155
156,156,842,101910,GALENA PARK ISD,101910043,WOODLAND ACRES MIDDLE,12947 MYRTLE LN,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,12947 MYRTLE LN,Y,156
157,157,845,79907,FORT BEND ISD,79907008,HIGHTOWER H S,16431 LEXINGTON BLVD,SUGAR LAND,77479,MISSOURI CITY,77459,FORT BEND COUNTY,4,12-Sep,4,0,REGULAR,16431 LEXINGTON BLVD,Y,157
158,158,860,101912,HOUSTON ISD,101912369,GROSS EL,12583 S GESSNER DR,HOUSTON,77071,HOUSTON,77071,HARRIS COUNTY,4,EE-5,1,0,REGULAR,12583 S GESSNER DR,Y,158
159,159,862,101910,GALENA PARK ISD,101910044,CUNNINGHAM MIDDLE,14110 WALLISVILLE RD,HOUSTON,77049,HOUSTON,77049,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,14110 WALLISVILLE RD,Y,159
160,160,863,101910,GALENA PARK ISD,101910101,CIMARRON EL,816 CIMARRON,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,EE-5,1,0,REGULAR,816 CIMARRON,Y,160
161,161,864,101910,GALENA PARK ISD,101910102,CLOVERLEAF EL,1035 FRANKIE,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1035 FRANKIE,Y,161
162,162,865,101910,GALENA PARK ISD,101910104,GALENA PARK EL,401 N MAIN,GALENA PARK,77547,GALENA PARK,77547,HARRIS COUNTY,4,EE-5,1,0,REGULAR,401 N MAIN,Y,162
163,163,866,101910,GALENA PARK ISD,101910105,GREEN VALLEY EL,13350 WOODFOREST BLVD,HOUSTON,77015,HOUSTON,77015,HARRIS COUNTY,4,EE-5,1,0,REGULAR,13350 WOODFOREST BLVD,Y,163
164,164,867,101905,CHANNELVIEW ISD,101905104,MCMULLAN PRIMARY,1290 DELL DALE ST,CHANNELVIEW,77530,CHANNELVIEW,77530,HARRIS COUNTY,4,KG-2,1,0,REGULAR,1290 DELL DALE ST,Y,164
165,165,868,101905,CHANNELVIEW ISD,101905105,CRENSHAW PRIMARY,16204 WOOD DR,CHANNELVIEW,77530,CHANNELVIEW,77530,HARRIS COUNTY,4,KG-2,1,0,REGULAR,16204 WOOD DR,Y,165
166,166,869,101906,CROSBY ISD,101906001,CROSBY HIGH SCHOOL,P O BOX 2009,CROSBY,77532,CROSBY,77532,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,P O BOX 2009,Y,166
167,167,870,101906,CROSBY ISD,101906042,CROSBY MIDDLE,P O BOX 2009,CROSBY,77532,CROSBY,77532,HARRIS COUNTY,4,8-Jul,3,0,REGULAR,P O BOX 2009,Y,167
168,168,871,101906,CROSBY ISD,101906101,NEWPORT ELEMENTARY,P O BOX 2009,CROSBY,77532,CROSBY,77532,HARRIS COUNTY,4,4-Mar,1,0,REGULAR,P O BOX 2009,Y,168
169,169,872,101906,CROSBY ISD,101906103,BARRETT PRIMARY,P O BOX 2009,CROSBY,77532,CROSBY,77532,HARRIS COUNTY,4,2-Jan,1,0,REGULAR,P O BOX 2009,Y,169
170,170,873,101906,CROSBY ISD,101906104,DREW INTERMEDIATE,P O BOX 2009,CROSBY,77532,CROSBY,77532,HARRIS COUNTY,4,6-May,2,0,REGULAR,P O BOX 2009,Y,170
171,171,874,101907,CYPRESS-FAIRBANKS ISD,101907002,CY-FAIR H S,22602 HEMPSTEAD HWY,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,22602 HEMPSTEAD HWY,Y,171
172,172,875,101907,CYPRESS-FAIRBANKS ISD,101907003,JERSEY VILLAGE H S,7600 SOLOMON ST,HOUSTON,77040,HOUSTON,77040,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,7600 SOLOMON ST,Y,172
173,173,876,101907,CYPRESS-FAIRBANKS ISD,101907004,CYPRESS CREEK H S,9815 GRANT RD,HOUSTON,77070,HOUSTON,77070,HARRIS COUNTY,4,12-Sep,4,0,REGULAR,9815 GRANT RD,Y,173
174,174,877,101907,CYPRESS-FAIRBANKS ISD,101907007,CYPRESS FALLS H S,9811 HUFFMEISTER RD,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,12-Sep,4,1,REGULAR,9811 HUFFMEISTER RD,Y,174
175,175,878,101907,CYPRESS-FAIRBANKS ISD,101907008,WINDFERN H S,12630 WINDFERN RD,HOUSTON,77064,HOUSTON,77064,HARRIS COUNTY,4,12-Sep,4,0,ALTERNATIVE,12630 WINDFERN RD,Y,175
176,176,879,101907,CYPRESS-FAIRBANKS ISD,101907041,ARNOLD MIDDLE SCHOOL,11111 TELGE RD,CYPRESS,77429,CYPRESS,77429,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,11111 TELGE RD,Y,176
177,177,880,101907,CYPRESS-FAIRBANKS ISD,101907042,DEAN MIDDLE SCHOOL,14104 REO ST,HOUSTON,77040,HOUSTON,77040,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,14104 REO ST,Y,177
178,178,881,101907,CYPRESS-FAIRBANKS ISD,101907043,BLEYL MIDDLE SCHOOL,10800 MILLS RD,HOUSTON,77070,HOUSTON,77070,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,10800 MILLS RD,Y,178
179,179,882,101907,CYPRESS-FAIRBANKS ISD,101907044,CAMPBELL MIDDLE SCHOOL,11415 BOBCAT DR,HOUSTON,77064,HOUSTON,77064,HARRIS COUNTY,4,8-Jun,2,0,REGULAR,11415 BOBCAT DR,Y,179
180,180,883,101907,CYPRESS-FAIRBANKS ISD,101907045,WATKINS MIDDLE SCHOOL,4800 CAIRNVILLAGE ST,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,4800 CAIRNVILLAGE ST,Y,180
181,181,884,101907,CYPRESS-FAIRBANKS ISD,101907046,LABAY MIDDLE SCHOOL,15435 WILLOW RIVER DR,HOUSTON,77095,HOUSTON,77095,HARRIS COUNTY,4,8-Jun,2,1,REGULAR,15435 WILLOW RIVER DR,Y,181
182,182,889,101845,YES PREP PUBLIC SCHOOLS INC,101845007,YES PREP NORTHSIDE,5215 JENSEN DR,HOUSTON,77026,HOUSTON,77026,HARRIS COUNTY,4,06 07 08 09 10 11 12,2,0,REGULAR INSTRUCTIONAL,5215 JENSEN DR,Y,182
183,183,892,101914,KATY ISD,101914119,SUE CREECH ELEMENTARY,5905 S MASON RD,KATY,77450,KATY,77450,HARRIS COUNTY,4,"EE,KG-5",1,0,REGULAR,5905 S MASON RD,Y,183
184,184,893,101914,KATY ISD,101914120,ROBERT KING ELEMENTARY,1901 CHARLETON HOUSE LN,KATY,77493,KATY,77493,HARRIS COUNTY,4,EE-5,1,0,REGULAR,1901 CHARLETON HOUSE LN,Y,184
185,185,894,101914,KATY ISD,101914121,JEAN & BETTY SCHMALZ ELEMENTARY,18605 GREENLAND WAY,HOUSTON,77084,HOUSTON,77084,HARRIS COUNTY,4,EE-5,1,0,REGULAR,18605 GREENLAND WAY,Y,185
186,186,895,101920,SPRING BRANCH ISD,101920007,HAROLD D GUTHRIE CENTER FOR EXCELLENCE,10660 HAMMERLY,HOUSTON,77043,HOUSTON,77043,HARRIS COUNTY,4,12-Sep,4,0,ALTERNATIVE,10660 HAMMERLY,Y,186
187,187,896,101920,SPRING BRANCH ISD,101920031,SCIENCE CTR,8856 WESTVIEW,HOUSTON,77055,HOUSTON,77055,HARRIS COUNTY,4,KG-12,5,0,ALTERNATIVE,8856 WESTVIEW,Y,187
188,188,897,101920,SPRING BRANCH ISD,101920128,THE WILDCAT WAY SCHOOL,12754 KIMBERLEY LN,HOUSTON,77024,HOUSTON,77024,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,12754 KIMBERLEY LN,Y,188
189,189,898,101920,SPRING BRANCH ISD,101920129,THE PANDA PATH SCHOOL,8575 PITNER RD,HOUSTON,77080,HOUSTON,77080,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,8575 PITNER RD,Y,189
190,190,899,101920,SPRING BRANCH ISD,101920131,THE BEAR BLVD SCHOOL,8860 WESTVIEW,HOUSTON,77055,HOUSTON,77055,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,8860 WESTVIEW,Y,190
191,191,914,101845,YES PREP PUBLIC SCHOOLS INC,101845008,YES PREP - 5TH WARD,1305 BENSON DR,HOUSTON,77020,HOUSTON,77020,HARRIS COUNTY,4,06 07 08 09 10 11 12,2,0,REGULAR INSTRUCTIONAL,1305 BENSON DR,Y,191
192,192,918,101902,ALDINE ISD,101902129,HARRIS ACADEMY,3130 HOLDER FOREST DR,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,KG-4,1,0,REGULAR,3130 HOLDER FOREST DR,Y,192
193,193,919,101902,ALDINE ISD,101902154,VINES EC/PRE-K CENTER,7220 INWOOD PARK DR,HOUSTON,77088,HOUSTON,77088,HARRIS COUNTY,4,EE-PK,1,0,REGULAR,7220 INWOOD PARK DR,Y,193
194,194,929,101917,PASADENA ISD,101917039,COMMUNITY EVENING SCH,4949 BURKE,PASADENA,77504,PASADENA,77503,HARRIS COUNTY,4,9-AE,6,0,ALTERNATIVE,4949 BURKE,Y,194
195,195,945,170902,CONROE ISD,170902068,GRANGERLAND INTERMEDIATE,13351 FM 1485,CONROE,77306,CONROE,77302,MONTGOMERY COUNTY,6,6-May,2,0,REGULAR,13351 FM 1485,Y,195
196,196,946,170902,CONROE ISD,170902070,TRAVIS INTERMEDIATE,1100 N THOMPSON,CONROE,77301,CONROE,77301,MONTGOMERY COUNTY,6,6-May,2,0,REGULAR,1100 N THOMPSON,Y,196
197,197,947,170902,CONROE ISD,170902106,CREIGHTON ELEMENTARY,12089 FM 1485,CONROE,77306,CONROE,77306,MONTGOMERY COUNTY,6,PK-4,1,0,REGULAR,12089 FM 1485,Y,197
198,198,948,170902,CONROE ISD,170902111,HOUSER ELEMENTARY,27370 OAK RDG SCHOOL RD,CONROE,77385,CONROE,77385,MONTGOMERY COUNTY,6,PK-4,1,0,REGULAR,27370 OAK RDG SCHOOL RD,Y,198
199,199,950,170908,NEW CANEY ISD,170908107,KINGS MANOR ELEMENTARY,21111 ROYAL CROSSING DR,KINGWOOD,77339,KINGWOOD,77339,MONTGOMERY COUNTY,6,EE-12,1,0,REGULAR,21111 ROYAL CROSSING DR,Y,199
200,200,957,79901,LAMAR CONSOLIDATED ISD,79901120,FROST ELEMENTARY,3306 SKINNER LN,RICHMOND,77469,RICHMOND,77469,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,3306 SKINNER LN,Y,200
201,201,958,79907,FORT BEND ISD,79907141,BARBARA JORDAN ELEMENTARY,16431 LEXINGTON BLVD,SUGARLAND,77479,RICHMOND,77469,FORT BEND COUNTY,4,EE-5,1,0,REGULAR,16431 LEXINGTON BLVD,Y,201
202,202,1001,101853,PROMISE COMMUNITY SCHOOL,101853042,RIPLEY HOUSE MIDDLE CAMPUS,"4500 BISSONNET, STE 200",BELLAIRE,77401,HOUSTON,77011,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,"4500 BISSONNET, STE 200",Y,202
203,203,1005,170906,MAGNOLIA ISD,170906011,AEP,PO BOX 329,MAGNOLIA,77353,MAGNOLIA,77355,MONTGOMERY COUNTY,6,KG-12,5,1,ALTERNATIVE,PO BOX 329,Y,203
204,204,1035,101853,PROMISE COMMUNITY SCHOOL,101853108,NEW NEIGHBOR CAMPUS,"4500 BISSONNET, STE 200",BELLAIRE,77401,HOUSTON,77074,HARRIS COUNTY,4,PK KG 01 02 03 04 05,1,0,REGULAR INSTRUCTIONAL,"4500 BISSONNET, STE 200",Y,204
205,205,1047,20908,PEARLAND ISD,20908104,H C CARLESTON EL,P O BOX 7,PEARLAND,77588,PEARLAND,77584,BRAZORIA COUNTY,4,PK-4,1,0,REGULAR,P O BOX 7,Y,205
206,206,1048,20908,PEARLAND ISD,20908106,CHALLENGER EL,P O BOX 7,PEARLAND,77588,PEARLAND,77581,BRAZORIA COUNTY,4,PK-4,1,0,REGULAR,P O BOX 7,Y,206
207,207,1057,20908,PEARLAND ISD,20908043,PEARLAND JUNIOR HIGH SOUTH,P O BOX 7,PEARLAND,77588,PEARLAND,77584,BRAZORIA COUNTY,4,8-Jul,3,0,REGULAR,P O BOX 7,Y,207
208,208,1070,20908,PEARLAND ISD,20908004,PACE INSTITUTE,P O BOX 7,PEARLAND,77588,PEARLAND,77581,BRAZORIA COUNTY,4,8-Jul,5,0,ALTERNATIVE,P O BOX 7,Y,208
209,209,1071,20908,PEARLAND ISD,20908111,ROGERS MIDDLE SCHOOL,P O BOX 7,PEARLAND,77588,PEARLAND,77584,BRAZORIA COUNTY,4,6-May,2,0,REGULAR,P O BOX 7,Y,209
210,210,1088,170906,MAGNOLIA ISD,170906051,MAGNOLIA JUNIOR HIGH SIXTH GRADE CENTER,PO BOX 476,MAGNOLIA,77353,MAGNOLIA,77355,MONTGOMERY COUNTY,6,6,2,1,REGULAR,PO BOX 476,Y,210
211,211,1089,170906,MAGNOLIA ISD,170906052,BEAR BRANCH JUNIOR HIGH SIXTH GRADE CENTER,PO BOX 606,MAGNOLIA,77353,MAGNOLIA,77354,MONTGOMERY COUNTY,6,6,2,1,REGULAR,PO BOX 606,Y,211
212,212,1091,170906,MAGNOLIA ISD,170906106,CEDRIC C SMITH,P O BOX 1166,MAGNOLIA,77353,MAGNOLIA,77354,MONTGOMERY COUNTY,6,EE-5,1,1,REGULAR,P O BOX 1166,Y,212
213,213,1092,170906,MAGNOLIA ISD,170906107,NICHOLS SAWMILL ELEMENTARY,PO BOX 450,MAGNOLIA,77353,MAGNOLIA,77355,MONTGOMERY COUNTY,6,EE-5,1,1,REGULAR,PO BOX 450,Y,213
214,214,1094,101862,HARMONY SCHOOL OF SCIENCE - HOUSTON,101862002,HARMONY SCHOOL OF SCIENCE - HOUSTON HIGH,9321 W SAM HOUSTON PKWY S,HOUSTON,77099,SUGARLAND,77478,HARRIS COUNTY,4,06 07 08 09 10 11 12,3,0,REGULAR INSTRUCTIONAL,9321 W SAM HOUSTON PKWY S,Y,214
215,215,1098,101864,WALIPP-TSU PREPARATORY ACADEMY,101864041,WALIPP-TSU PREPARATORY ACADEMY,5760 CULLEN BLVD,HOUSTON,77021,HOUSTON,77004,HARRIS COUNTY,4,06 07 08,2,0,REGULAR INSTRUCTIONAL,5760 CULLEN BLVD,Y,215
216,216,1099,101865,VICTORY PREP,101865003,VICTORY PREPARATORY ACADEMY,2903 JENSEN DR,HOUSTON,77026,HOUSTON,77045,HARRIS COUNTY,4,09 10 11 12,4,0,REGULAR INSTRUCTIONAL,2903 JENSEN DR,Y,216
217,217,1107,84910,CLEAR CREEK ISD,84910044,SPACE CENTER INT,17400 SATURN LN,HOUSTON,77058,HOUSTON,77058,GALVESTON COUNTY,4,8-Jun,2,0,REGULAR,17400 SATURN LN,Y,217
218,218,1108,84910,CLEAR CREEK ISD,84910045,LEAGUE CITY INT,2588 WEBSTER ST,LEAGUE CITY,77573,LEAGUE CITY,77573,GALVESTON COUNTY,4,8-Jun,2,0,REGULAR,2588 WEBSTER ST,Y,218
219,219,1113,101903,ALIEF ISD,101903141,KLENTZMAN INT,11100 STANCLIFF,HOUSTON,77099,HOUSTON,77099,HARRIS COUNTY,4,6-May,2,1,REGULAR,11100 STANCLIFF,Y,219
